Artists,Track,Type,FA status,Has label,Permission,Comment,Tournament,Mappool slot,Tournament link,Note,Beatmap,FA listing,SoundCloud,YouTube,Spotify,Bandcamp,Asset
`one fourteen`,one fourteen - break through,TOURNAMENT_COMMUNITY,NONE,0,ASSUMED,,Expert Global Taiko Showdown 2022,Semifinals NM1,/wiki/Tournaments/GTS/EGTS_2022,,https://osu.ppy.sh/beatmapsets/1850900,,https://soundcloud.com/luzeria/breakthrough,,,,
`Rukadesu`; `5KiLOBYTE`,Rukadesu & 5KiLOBYTE - ULTIMATE,TOURNAMENT_COMMUNITY,NONE,0,ASSUMED,,Expert Global Taiko Showdown 2022,Grand Finals FM3,/wiki/Tournaments/GTS/EGTS_2022,,https://osu.ppy.sh/beatmapsets/1859283#taiko/3822010,,https://soundcloud.com/5kilobyte/ultimate,,,,
`Sad Keyboard Guy`,Sad Keyboard Guy - Reflection Shift,TOURNAMENT_COMMUNITY,NONE,0,ASSUMED,,Expert Global Taiko Showdown 2022,Semifinals FM3,/wiki/Tournaments/GTS/EGTS_2022,,https://osu.ppy.sh/beatmapsets/1851049,,https://soundcloud.com/sadkeyboardguy/reflection-shift,,,,
`Slax`,Slax - Giri the Giri,TOURNAMENT_COMMUNITY,NONE,0,ASSUMED,,Expert Global Taiko Showdown 2022,Round of 128 HD2,/wiki/Tournaments/GTS/EGTS_2022,,https://osu.ppy.sh/beatmapsets/1828739,,,https://www.youtube.com/watch?v=2IS9oBstIcY,,,
`Sparxe`,Sparxe - Dream Elevator,TOURNAMENT_COMMUNITY,NONE,0,ASSUMED,,Expert Global Taiko Showdown 2022,Round of 32 DT1,/wiki/Tournaments/GTS/EGTS_2022,,https://osu.ppy.sh/beatmapsets/1837865,,,https://www.youtube.com/watch?v=twx6tOXXy4Q,,,
`stoops`; `breakchild`,stoops & breakchild - blue noah 2022,TOURNAMENT_COMMUNITY,NONE,0,ASSUMED,,Expert Global Taiko Showdown 2022,Round of 32 FM2,/wiki/Tournaments/GTS/EGTS_2022,,https://osu.ppy.sh/beatmapsets/1837866,,https://soundcloud.com/breakchildaltuwu/blue-noah-2022,,,,
`takehirotei`,takehirotei - Rules of the Chaos Dilemma,TOURNAMENT_COMMUNITY,NONE,0,ASSUMED,,Expert Global Taiko Showdown 2022,Semifinals tiebreaker,/wiki/Tournaments/GTS/EGTS_2022,,https://osu.ppy.sh/beatmapsets/1850782,,https://soundcloud.com/takehirotei/egts-sf-tb-takehirotei-as-infinite-limit-rules-of-the-chaos-dilemma,,,,
`Sparxe`,Sparxe - Zinnober,TOURNAMENT_COMMUNITY,NONE,0,ASSUMED,,Intermediate Global Taiko Showdown 2022,Grand Finals tiebreaker,/wiki/Tournaments/GTS/IGTS_2022,,https://osu.ppy.sh/beatmapsets/1754903,,,https://www.youtube.com/watch?v=P_THfvY2ID4,,,
`pm04034`,pm04034 - Invenzione No. 3N&3R: Sonatina for a Dying Lord,TOURNAMENT_COMMUNITY,NONE,0,ASSUMED,,LordEnder Global Taiko Showdown 2021,Grand Finals tiebreaker,,,https://osu.ppy.sh/beatmapsets/1569783,,https://soundcloud.com/gtssoundteam/invenzione-no-3n-3r-sonatina,,,,
`takehirotei`,takehirotei - Finale Battle of the Requiem,TOURNAMENT_COMMUNITY,NONE,0,ASSUMED,,osu! Malaysia Tournament 2021,Grand Finals tiebreaker,,,https://osu.ppy.sh/beatmapsets/1524502,,,https://www.youtube.com/watch?v=zLwFEpqiUa8,,,
`takehirotei`,takehirotei - Alterism,TOURNAMENT_COMMUNITY,NONE,0,ASSUMED,,osu! Malaysia Tournament 2022,Grand Finals NM5,,,https://osu.ppy.sh/beatmapsets/1819534,,https://soundcloud.com/takehirotei/alterism-full-version,,,,
`takehirotei`,takehirotei - Fullest Adventure from the Abyss to Divine,TOURNAMENT_COMMUNITY,NONE,0,ASSUMED,,osu! Malaysia Tournament 2022,Grand Finals tiebreaker,,,https://osu.ppy.sh/beatmapsets/1819550,,https://soundcloud.com/takehirotei/takehirotei-as-infinite-limit-fullest-adventure-from-the-abyss-to-divine-omt-2022-gf-tb,,,,
`NicDroid`,NicDroid - Northern Lunar Node,TOURNAMENT_COMMUNITY,NONE,0,ASSUMED,,osu! Philippines Nationals 2021,Grand Finals tiebreaker,,,https://osu.ppy.sh/beatmapsets/1524569,,,https://www.youtube.com/watch?v=GWltdzuJeJY,,,
`Arctic Indexed Systems.`,Arctic Indexed Systems. - Nightburner,TOURNAMENT_COMMUNITY,NONE,0,ASSUMED,,osu! Philippines Nationals 2022,Grand Finals tiebreaker,,,https://osu.ppy.sh/beatmapsets/1803916,,https://soundcloud.com/arcsys04/nightburner,,,,
`NicDroid`,"NicDroid as ""NicDono"" - TAMBOL2022",TOURNAMENT_COMMUNITY,NONE,0,ASSUMED,,osu! Philippines Nationals 2022 - osu!taiko,Grand Finals tiebreaker,,,https://osu.ppy.sh/beatmapsets/1838613,,,https://www.youtube.com/watch?v=zhecFreHC94,,,
`PSYQUI`,PSYQUI - Pallet (HowToPlayLN's Piano+Cello Rearrangement),TOURNAMENT_COMMUNITY,NONE,0,ASSUMED,,osu!mania LN Tournament 3,,/wiki/Tournaments/o!mLN/3,Ending credits scene,,,https://soundcloud.com/indekkusu/pallet-rearrangement,,,,
`HowToPlayLN`,HowToPlayLN - LNCryption,TOURNAMENT_COMMUNITY,NONE,0,ASSUMED,,osu!mania LN Tournament 3,Grand Finals wildcard,/wiki/Tournaments/o!mLN/3,,https://osu.ppy.sh/beatmapsets/1893946,,https://soundcloud.com/indekkusu/lncryption,,,,
`takehirotei`,"HowToPlayLN - Normal Distribution (takehirotei ""t-distribution"" remix)",TOURNAMENT_COMMUNITY,NONE,0,ASSUMED,,osu!mania LN Tournament 3,Quarterfinals wildcard,/wiki/Tournaments/o!mLN/3,,https://osu.ppy.sh/beatmapsets/1880819,,https://soundcloud.com/takehirotei/howtoplayln-normal-distribution-takehirotei-t-distribution-remixstatistically-significant,,,,
`Supa7onyz pres. 5-let`,Supa7onyz pres. 5-let - Unsynchronized Rhythms,TOURNAMENT_COMMUNITY,NONE,0,ASSUMED,,osu!mania LN Tournament 3,Grand Finals technical,/wiki/Tournaments/o!mLN/3,,https://osu.ppy.sh/beatmapsets/1893947,,https://soundcloud.com/user-679008856/om-ln3-custom-song-supa7onyz-pres-5-let-unsynchronized-rhythms,,,,
`cexiria`,cexiria - Early Trial,TOURNAMENT_COMMUNITY,NONE,0,ASSUMED,,osu!taiko Malaysia Tournament 2022,Quarterfinals NM1,,,https://osu.ppy.sh/beatmapsets/1875943,,https://soundcloud.com/cexiria/early-trial,,,,
`cexiria`,cexiria - Over the Sphere,TOURNAMENT_COMMUNITY,NONE,0,ASSUMED,,osu!taiko Malaysia Tournament 2022,Quarterfinals tiebreaker,,,https://osu.ppy.sh/beatmapsets/1875981,,https://soundcloud.com/cexiria/over-the-sphere,,,,
`HowToPlayLN`,HowToPlayLN - Disintegration of the Isolated Forest,TOURNAMENT_COMMUNITY,NONE,0,ASSUMED,,osu!taiko Malaysia Tournament 2022,Semifinals tiebreaker,,,https://osu.ppy.sh/beatmapsets/1880505,,https://soundcloud.com/indekkusu/isolated-forest,,,,
`HowToPlayLN`,HowToPlayLN - Eternal Bliss (HowToPlayLN's 'Nirvana' Remix),TOURNAMENT_COMMUNITY,NONE,0,ASSUMED,,osu!taiko Malaysia Tournament 2022,Group Stage FM2,,,https://osu.ppy.sh/beatmapsets/1867368,,https://soundcloud.com/indekkusu/eternal-bliss-remix,,,,
`HowToPlayLN`,HowToPlayLN - ph0eniix.z,TOURNAMENT_COMMUNITY,NONE,0,ASSUMED,,osu!taiko Malaysia Tournament 2022,Finals NM2,,,https://osu.ppy.sh/beatmapsets/1885288,,https://soundcloud.com/indekkusu/ph0eniixz,,,,
`SiLiS`,SiLiS - Desir -Saigo no Odori-,TOURNAMENT_COMMUNITY,NONE,0,ASSUMED,,osu!taiko Malaysia Tournament 2022,Round of 16 NM3,,,https://osu.ppy.sh/beatmapsets/1871708,,https://soundcloud.com/silis/desir-saigo-no-odori,,,,
`Sparxe`,Sparxe - What do you C?,TOURNAMENT_COMMUNITY,NONE,0,ASSUMED,,osu!taiko Malaysia Tournament 2022,Finals tiebreaker,,,https://osu.ppy.sh/beatmapsets/1885333,,,,,,
`Tartarate`; `cexiria`,Tartarate vs. cexiria - Pink Aquarium,TOURNAMENT_COMMUNITY,NONE,0,ASSUMED,,osu!taiko Malaysia Tournament 2022,Qualifiers NM1,,,https://osu.ppy.sh/beatmapsets/1862333,,https://soundcloud.com/tartrate/pink-aquarium,,,,
`takehirotei`,takehirotei - I.R.I.S,TOURNAMENT_COMMUNITY,NONE,0,ASSUMED,,osu!taiko Malaysia Tournament 2022,Grand Finals tiebreaker,,,https://osu.ppy.sh/beatmapsets/1889529,,,https://www.youtube.com/watch?v=Xata6N3LAyU,,,
`xavy`,xavy - ko,TOURNAMENT_COMMUNITY,NONE,0,ASSUMED,,osu!taiko Malaysia Tournament 2022,Grand Finals NM3,,,https://osu.ppy.sh/beatmapsets/1889530,,https://soundcloud.com/xavylo/nukonaritai,,,,
`Xyris`,Xyris - A Cybernetic-Superluminal-Apocalyptic Post-War Divination,TOURNAMENT_COMMUNITY,NONE,0,ASSUMED,,Resurrection Cup,Grand Finals tiebreaker,,,https://osu.ppy.sh/beatmapsets/1814494,,https://soundcloud.com/itsxyris/a-cybernetic-superluminal-apocalyptic-post-war-divination,,,,
`Dz'Xa`,Dz'Xa - COSMOBEAT,TOURNAMENT_COMMUNITY,NONE,0,ASSUMED,,Rising Global Taiko Showdown 2021,Grand Finals tiebreaker,/wiki/Tournaments/GTS/RGTS_2021,,https://osu.ppy.sh/beatmapsets/1523659,,https://soundcloud.com/dz_xa/cosmobeat,,,,
`blobdash`; `breakchild`,blobdash & breakchild - EPiSODES,TOURNAMENT_COMMUNITY,NONE,0,ASSUMED,,Rising Global Taiko Showdown 2022,Grand Finals tiebreaker,/wiki/Tournaments/GTS/RGTS_2022,,https://osu.ppy.sh/beatmapsets/1901573,,https://soundcloud.com/blobdash/episodes,,,,
`Ice`; `Yukino`,Ice vs Yukino - R4incarnation,TOURNAMENT_COMMUNITY,NONE,0,ASSUMED,,Squad Global Taiko Showdown 2021,Grand Finals tiebreaker,/wiki/Tournaments/GTS/SGTS_2021,,https://osu.ppy.sh/beatmapsets/1698384,,https://soundcloud.com/iceloki/r4incarnation-vs-yukino,,,,
`Down`,Down - DeviousPanda,TOURNAMENT_COMMUNITY,NONE,0,ASSUMED,,The Perennial 2022,Grand Finals NM6,,,https://osu.ppy.sh/beatmapsets/1789325,,,,https://open.spotify.com/album/7o7flUNX2MptKfLVL4Y2bz,,
`Shindig`,Shindig - Dog Time,TOURNAMENT_COMMUNITY,NONE,0,ASSUMED,,GST:LIVE 2022,Quarterfinals HD pick (B5),/wiki/Tournaments/GSTLIVE/22,,https://osu.ppy.sh/beatmapsets/1901854,,,https://www.youtube.com/watch?v=ctDT9l2CjQQ,,,
`Sparxe`,Sparxe - Bad Break!!!,TOURNAMENT_COMMUNITY,NONE,0,ASSUMED,,GST:LIVE 2022,Semifinals/Finals NM pick (C11),/wiki/Tournaments/GSTLIVE/22,,https://osu.ppy.sh/beatmapsets/1901569,,https://soundcloud.com/sparxenic/bad-break,,,,
`katagiri`:176,katagiri - Buta Musou,TOURNAMENT_OFFICIAL,FA,0,ASSUMED,,osu! World Cup 2021,Grand Finals NM1,/wiki/Tournaments/OWC/2021,,https://osu.ppy.sh/beatmapsets/1633225,,https://soundcloud.com/katagiri/buta-musou,,,,
`NIWASHI`:228,NIWASHI - Harder Than Diamond,TOURNAMENT_OFFICIAL,FA,0,ASSUMED,,osu! World Cup 2022,Finals FM4,/wiki/Tournaments/OWC/2022,,https://osu.ppy.sh/beatmapsets/1884920,,,https://www.youtube.com/watch?v=PCc2tM3YWs0,,,
`Camellia`:31,Camellia - OOPARTS,TOURNAMENT_OFFICIAL,FA_CATALOGUE,1,CONFIRMED,,osu! World Cup 2020,Grand Finals tiebreaker,/wiki/Tournaments/OWC/2020,,https://osu.ppy.sh/beatmapsets/1312143,,,https://www.youtube.com/watch?v=lc4nTM6M9KY,,,
`Yooh`:218,Yooh - RPG,TOURNAMENT_OFFICIAL,FA_CATALOGUE,1,CONFIRMED,,osu! World Cup 2021,Grand Finals tiebreaker,/wiki/Tournaments/OWC/2021,,https://osu.ppy.sh/beatmapsets/1633250,,,https://www.youtube.com/watch?v=oGO87WH2FWM,,,
`DJ Raisei`:204,DJ Raisei - T.R.A.P.,TOURNAMENT_OFFICIAL,FA_CATALOGUE,1,CONFIRMED,,osu! World Cup 2022,Grand Finals NM4,/wiki/Tournaments/OWC/2022,,https://osu.ppy.sh/beatmapsets/1889105,,https://soundcloud.com/raisei/traptrap,,,,
`II-L`:172; `amelie xoxo`,II-L ft. amelie xoxo - THE EARTH,TOURNAMENT_OFFICIAL,FA_CATALOGUE,1,CONFIRMED,,osu! World Cup 2022,Grand Finals NM5,/wiki/Tournaments/OWC/2022,,https://osu.ppy.sh/beatmapsets/1889101,,https://soundcloud.com/ii-l/the-earth,,,,
`Kurokotei`:58; `Sennzai`:110,"Kurokotei feat. Sennzai - escape (the looking-glass, and what alice found there)",TOURNAMENT_OFFICIAL,FA_CATALOGUE,1,CONFIRMED,,osu! World Cup 2022,Semifinals tiebreaker,/wiki/Tournaments/OWC/2022,,https://osu.ppy.sh/beatmapsets/1880652,,,https://www.youtube.com/watch?v=rYmTItO3caw,,,
`Rabbit House`:242,Rabbit House - Sanctuary,TOURNAMENT_OFFICIAL,FA_CATALOGUE,1,CONFIRMED,,osu! World Cup 2022,Grand Finals HR2,/wiki/Tournaments/OWC/2022,,https://osu.ppy.sh/beatmapsets/1889094,,https://soundcloud.com/dksslqj/sanctuary,,,,
`Raimukun`:247,Raimukun - Mythis Orbis,TOURNAMENT_OFFICIAL,FA_CATALOGUE,1,CONFIRMED,,osu! World Cup 2022,Grand Finals NM2,/wiki/Tournaments/OWC/2022,,https://osu.ppy.sh/beatmapsets/1889095,,https://soundcloud.com/channel-thenewlimee/myths-orbis,,,,
`Redside`:184,Redside - Sidequest,TOURNAMENT_OFFICIAL,FA_CATALOGUE,1,CONFIRMED,,osu! World Cup 2022,Quarterfinals HR3,/wiki/Tournaments/OWC/2022,,https://osu.ppy.sh/beatmapsets/1880625,,https://soundcloud.com/redside100/sidequest,,,,
`rN`:190,rN - onostrapha,TOURNAMENT_OFFICIAL,FA_CATALOGUE,1,CONFIRMED,,osu! World Cup 2022,Finals FM2,/wiki/Tournaments/OWC/2022,,https://osu.ppy.sh/beatmapsets/1884914,,,https://www.youtube.com/watch?v=DyBxCLcrY-c,,,
`seatrus`:185,seatrus - EXXTRA JUDGEMENT,TOURNAMENT_OFFICIAL,FA_CATALOGUE,1,CONFIRMED,,osu! World Cup 2022,Grand Finals tiebreaker,/wiki/Tournaments/OWC/2022,,https://osu.ppy.sh/beatmapsets/1889132,,https://soundcloud.com/seatrus_frontier/seatrus-exxtra-judgement,,,,
`Sephid`:196,Sephid - Thunderstrike 1988,TOURNAMENT_OFFICIAL,FA_CATALOGUE,1,CONFIRMED,,osu! World Cup 2022,Grand Finals HD3,/wiki/Tournaments/OWC/2022,,https://osu.ppy.sh/beatmapsets/1889109,,,https://www.youtube.com/watch?v=iddcX63D2Ag,,,
`Thaehan`:7,Thaehan - All or Nothing,TOURNAMENT_OFFICIAL,FA_CATALOGUE,1,CONFIRMED,,osu! World Cup 2022,Semifinals HR1,/wiki/Tournaments/OWC/2022,,https://osu.ppy.sh/beatmapsets/1880625,,,https://www.youtube.com/watch?v=lrtA205InoQ,,,
`Frums`:68,Frums - of Ambrosia,TOURNAMENT_OFFICIAL,FA_CATALOGUE,1,CONFIRMED,,osu!catch World Cup 2021,Grand Finals tiebreaker,/wiki/Tournaments/CWC/2021,,https://osu.ppy.sh/beatmapsets/1478486,,,https://www.youtube.com/watch?v=I2b7PUMeciM,,,
`D-D-Dice`; `siromaru`:226,D-D-Dice vs. siromaru - Catch the Glory,TOURNAMENT_OFFICIAL,FA_CATALOGUE,1,CONFIRMED,,osu!catch World Cup 2022,Grand Finals tiebreaker,/wiki/Tournaments/CWC/2022,,https://osu.ppy.sh/beatmapsets/1794214,,,https://www.youtube.com/watch?v=YBFh4DON-CA,,,
`SUPER MWC KART`,SUPER MWC KART - Purple Palace,TOURNAMENT_OFFICIAL,FA_CATALOGUE,1,CONFIRMED,,osu!mania 4K World Cup 2021,Grand Finals tiebreaker,/wiki/Tournaments/MWC/2021_4K,,https://osu.ppy.sh/beatmapsets/1569527,,,https://www.youtube.com/watch?v=Mv-j30_r0FE,,,
`aa...hisuichazuke...`,aa...hisuichazuke... - steganography,TOURNAMENT_OFFICIAL,FA_CATALOGUE,1,CONFIRMED,,osu!mania 4K World Cup 2022,Grand Finals tiebreaker,/wiki/Tournaments/MWC/2022_4K,,https://osu.ppy.sh/beatmapsets/1846639,,,https://www.youtube.com/watch?v=CRD-2sk6Zt8,,,
`HyuN`:33; `Sennzai`:110,HyuN feat. Sennzai - Duplicity Shade,TOURNAMENT_OFFICIAL,FA_CATALOGUE,1,CONFIRMED,,osu!mania 7K World Cup 2022,Grand Finals tiebreaker,/wiki/Tournaments/MWC/2022_7K,,https://osu.ppy.sh/beatmapsets/1698284,,,https://www.youtube.com/watch?v=4K2eLs7EmZs,,,
`Hino Isuka`:272; `s-don`,Hino Isuka vs. s-don - Glooorious!!,TOURNAMENT_OFFICIAL,FA_CATALOGUE,1,CONFIRMED,,osu!mania 7K World Cup 2023,Finals HB3,/wiki/Tournaments/MWC/2023_7K,,https://osu.ppy.sh/beatmapsets/1935691,,,https://www.youtube.com/watch?v=qvf4Wm5t0wM,,,
`katagiri`:176,katagiri - Kyuukou,TOURNAMENT_OFFICIAL,FA_CATALOGUE,1,CONFIRMED,,osu!mania 7K World Cup 2023,Grand Finals tiebreaker,/wiki/Tournaments/MWC/2023_7K,,https://osu.ppy.sh/beatmapsets/1939261,,https://soundcloud.com/katagiri/kyuukou,,,,
`LV.4`:214; `Yuu Ikeba`,LV.4 feat. Yuu Ikeba - Sentimental Surge,TOURNAMENT_OFFICIAL,FA_CATALOGUE,1,CONFIRMED,,osu!mania 7K World Cup 2023,Finals RC6,/wiki/Tournaments/MWC/2023_7K,,https://osu.ppy.sh/beatmapsets/1935688,https://osu.ppy.sh/beatmaps/artists/tracks?artist=LV.4&query=Sentimental%20Surge,,,,,
`SAMString`:273,SAMString - Ataraxia,TOURNAMENT_OFFICIAL,FA_CATALOGUE,1,CONFIRMED,,osu!mania 7K World Cup 2023,Grand Finals LN3,/wiki/Tournaments/MWC/2023_7K,,https://osu.ppy.sh/beatmapsets/1939418,https://osu.ppy.sh/beatmaps/artists/tracks?artist=SAMString&query=Ataraxia,,,,,
`Toromaru`:279,Toromaru - Uncharted Sky,TOURNAMENT_OFFICIAL,FA_CATALOGUE,1,CONFIRMED,,osu!mania 7K World Cup 2023,Semifinals RC6,/wiki/Tournaments/MWC/2023_7K,,https://osu.ppy.sh/beatmapsets/1931471,https://osu.ppy.sh/beatmaps/artists/tracks?artist=Toromaru&query=Uncharted%20Sky,,,,,
`onumi`:32; `Akira Complex`:51,onumi & Akira Complex - Ethereal Cyber Angel XV,TOURNAMENT_OFFICIAL,FA_CATALOGUE,1,CONFIRMED,,osu!taiko World Cup 2022,Grand Finals tiebreaker,/wiki/Tournaments/TWC/2022,,https://osu.ppy.sh/beatmapsets/1744942,,,https://www.youtube.com/watch?v=tsMQJbRBTxc,,,
`Raphlesia`,Raphlesia - Showdown,TOURNAMENT_OFFICIAL,NONE,0,ASSUMED,,osu! World Cup 2021,Finals HR3,/wiki/Tournaments/OWC/2021,,https://osu.ppy.sh/beatmapsets/1627494,,https://soundcloud.com/raphlesia/showdown,,,,
`Down`,Down - Down,TOURNAMENT_OFFICIAL,NONE,0,ASSUMED,,osu! World Cup 2022,Semifinals FM4,/wiki/Tournaments/OWC/2022,,https://osu.ppy.sh/beatmapsets/1880545,,,,https://open.spotify.com/album/4pMakhbTjq8kwg679WxBuf,,
"`TWC Sound Team ""Zeroth Powers""`","TWC Sound Team ""Zeroth Powers"" - One One",TOURNAMENT_OFFICIAL,NONE,0,ASSUMED,,osu!taiko World Cup 2021,Grand Finals tiebreaker,/wiki/Tournaments/TWC/2021,,https://osu.ppy.sh/beatmapsets/1422682,,,https://www.youtube.com/watch?v=xEnDPj7vxhA,,,
`agata`,agata - AMAIWTIWNKMS,TOURNAMENT_OFFICIAL,NONE,0,ASSUMED,,osu!taiko World Cup 2022,Grand Finals NM6,/wiki/Tournaments/TWC/2022,,https://osu.ppy.sh/beatmapsets/1744774,,https://soundcloud.com/user-493301624/vent,,,,
`breakchild`,breakchild - NEUROTYPICALSYSTEM,TOURNAMENT_OFFICIAL,NONE,0,ASSUMED,,osu!taiko World Cup 2022,Semifinals tiebreaker,/wiki/Tournaments/TWC/2022,,https://osu.ppy.sh/beatmapsets/1734223,,,,,,
`J-CORE SLi//CER`,"J-CORE SLi//CER - ""Ongaku purode~yusa"" no heikin-tekina seishin jotai",TOURNAMENT_OFFICIAL,NONE,0,ASSUMED,,osu!taiko World Cup 2022,Grand Finals NM1,/wiki/Tournaments/TWC/2022,,https://osu.ppy.sh/beatmapsets/1744775,,https://soundcloud.com/jcoreslicer/average-mental-state-of-the-music-producer,,,,